name,address,cuisine,region
The Black Lodge,630 Kingsway,Vegetarian / Vegan,Mount Pleasant
Bonchaz Bakery Cafe,189 E Broadway,Bakery,Mount Pleasant
Mali Thai Restaurant,2710 Main St,Restaurant,Mount Pleasant
Aussie Pie Guy,,Food Truck,Mount Pleasant
Great Han Mongolian BBQ,3043 Main Street,Asian,Mount Pleasant
Marutama Gaiden,2858 Main Street,Ramen,Mount Pleasant
Railtown Cafe,1691 Main St,Café,Mount Pleasant
Subway,"2827 Main Street, Unit 3",Sandwiches,Mount Pleasant
Lucy's Eastside Diner,2708 Main St,Diner,Mount Pleasant
Subway,8-615 E Broadway,Sandwiches,Mount Pleasant
Vera's Burger Shack,2922 Main Street,Burgers,Mount Pleasant
Josephine's Restaurant,2650 Main Street,Asian,Mount Pleasant
Toko Restaurant,223 W 7th Ave.,Chinese,Mount Pleasant
Pleasant Beans,39 Kingsway,Café,Mount Pleasant
Best Burrito,15 W. Broadway,Burritos,Mount Pleasant
BNS Cafe,691 East Broadway,Café,Mount Pleasant
Indochine Kitchen,1 East Broadway,Asian,Mount Pleasant
L’atelier Patisserie,,Bakery,Mount Pleasant
Gigi's Pizza & Spaghetti House,189 Broadway W,Pizza,Mount Pleasant
Manna Sushi,6 East 2nd Ave,Sushi,Mount Pleasant
Fatburger,255 West Broadway,Burgers,Mount Pleasant
Mangia Cucina & Bar,2211 Manitoba St,Pizza,Mount Pleasant
Our Place Cafe,2205 Manitoba,Café,Mount Pleasant
Ba Le,691 E Broadway,Vietnamese,Mount Pleasant
Cazba Food Truck,Granville St.,Food Truck,Mount Pleasant
Pho Nha Trang,720 E Broadway,Vietnamese,Mount Pleasant
Laura's Coffee Shop,1945 Manitoba St.,Diner,Mount Pleasant
Hon's Wonton House,25 E 2nd Ave,Asian,Mount Pleasant
Main Street Grill,,Burgers,Mount Pleasant
Koi Tapas Bar,630 Kingsway,Japanese,Mount Pleasant
Pop Up Pizza,646 Kingsway,Pizza,Mount Pleasant
Mega Grill Pop-up Pizza,,Pizza,Mount Pleasant
Pho Quynh Express,91 West 2nd Avenue,Vietnamese,Mount Pleasant
Jinya Express Ramen,153 W 4th Ave,Ramen,Mount Pleasant
Rouge Bistro,91 W 2nd Ave,Bistro,Mount Pleasant
Sushi Mura,6485 Oak St,Sushi,Oakridge
A&W,6491 Oak Street,Fast Food,Oakridge
Samurai Sushi House,5888 Cambie St.,Sushi,Oakridge
Subway,6471 Oak St,Sandwiches,Oakridge
Togo Sushi,423-650 W 41st Ave,Sushi,Oakridge
Peninsula Seafood Restaurant,"650 West 41st Ave Vancouver, BC V5Z2M9",Cantonese,Oakridge
New York Fries - Oakridge Centre,650 41st Ave W Unit F11,Restaurant,Oakridge
A&W,650 - 41st Ave W,Fast Food,Oakridge
Phò Hōa,1011 W 49th Ave,Vietnamese,Oakridge
Taco Luis,650 West 41,Tacos,Oakridge
KFC,650 West 41st Avenue,Fast Food,Oakridge
Oak Street Farmers' Market,,Food,Oakridge
Saint Germain Bakery,650 West 41st Ave,Bakery,Oakridge
Domino's Pizza,6469 Oak St,Pizza,Oakridge
Oakridge Centre Food Court,650 West 41st Ave.,Food Court,Oakridge
Kernels Popcorn,Oakridge Mall,Snacks,Oakridge
Mmmuffins,Oakridge,Bakery,Oakridge
Curry Express,650 W 41st Ave,Indian,Oakridge
Teriyaki Experience,650 West 41st Ave,Japanese,Oakridge
Crêpe de licious,,Creperie,Oakridge
Shi Art Express,F7-650 W 41st Ave,Chinese,Oakridge
Pita Works,650 W 41st Ave,Greek,Oakridge
Vina Vietnamese,655 W 41st Ave,Vietnamese,Oakridge
Opa! Souvlaki of Greece,650 W 41st Ave,Greek,Oakridge
Nava,950 W 41st Ave,Café,Oakridge
Ragazzi Pizza,2996 E. 22nd Ave.,Pizza,Renfrew-Collingwood
Banana Grove Market & Deli,2705 E. 22nd Ave.,Deli / Bodega,Renfrew-Collingwood
Jambo Grill,3219 Kingsway,Indian,Renfrew-Collingwood
Chili Pepper House,#1 - 3003 Kingsway,Asian,Renfrew-Collingwood
Joojak Restaurant 朱雀坊,3337 Kingsway,Asian,Renfrew-Collingwood
Sushiholic,3311 East Broadway,Sushi,Renfrew-Collingwood
Sushi By Yuji,2252 Kingsway,Japanese,Renfrew-Collingwood
Church's Chicken,2504 Kingsway,Fried Chicken,Renfrew-Collingwood
Agra Tandoori Restaurant,110 - 3790 Canada Way,Indian,Renfrew-Collingwood
Andamiro Korean Bistro,2568 Kingsway,Asian,Renfrew-Collingwood
Wang's Shanghai Cuisine,110-3328 Kingsway,Shanghai,Renfrew-Collingwood
Kimu Japanese Cuisine,4441 Boundary Rd,Sushi,Renfrew-Collingwood
Subway,"3790 Canada Way, Suite 101",Sandwiches,Renfrew-Collingwood
Burnaby Palace Restaurant,3110 Boundary Rd,Chinese,Renfrew-Collingwood
Penang Delight Cafe,3885 Rupert St,Malay,Renfrew-Collingwood
Dario Italian Restaurant,3075 Slocan St,Italian,Renfrew-Collingwood
Panaderia Latina,4906 Joyce St,Bakery,Renfrew-Collingwood
The Tipper,2066 Kingsway,American,Renfrew-Collingwood
Wendy’s,3698 Grandview Highway,Fast Food,Renfrew-Collingwood
Pho Thai Hang,1962 Kingsway,Vietnamese,Renfrew-Collingwood
Kings Cafe,2223 Kingsway,Café,Renfrew-Collingwood
Hyoga,#2 - 3343 Kingsway,Japanese,Renfrew-Collingwood
Sushi Taku,4902 Joyce St,Sushi,Renfrew-Collingwood
Cho Sun BBQ,3486 Kingsway,Korean,Renfrew-Collingwood
Golden Eats Seafood Restaurant,2141 Kingsway,Cantonese,Renfrew-Collingwood
Pho Nhuan,2989 Rupert St,Vietnamese,Renfrew-Collingwood
Off the Grid Waffles,2665 Kingsway,Café,Renfrew-Collingwood
Top Cantonese Restaurant,2752 Kingsway,Chinese,Renfrew-Collingwood
Super Great Pizza,3308 Vaness Ave,Pizza,Renfrew-Collingwood
囍相逢 Happy Day Cafe (Happy Day Cafe),3312 Kingsway,Cantonese,Renfrew-Collingwood
Pizza Hut,2850 Grandview Highway,Pizza,Renfrew-Collingwood
Vegan Pizza House,2119 Kingsway,Pizza,Renfrew-Collingwood
Veggiebowl,2222 Kingsway,Vegetarian / Vegan,Renfrew-Collingwood
Vallarta's Mexican Restaurant,2991 E. Broadway,Mexican,Renfrew-Collingwood
Come Along Seafood Restaurant,2550 Kingsway,Chinese,Renfrew-Collingwood
Triple O's,3505 Grandview Hwy.,Burgers,Renfrew-Collingwood
Sunflower Bubble Tea,5125 Joyce St,Asian,Renfrew-Collingwood
Subway,2892 Grandview Hwy,Sandwiches,Renfrew-Collingwood
Truong Thanh,2096 kingsway,Vietnamese,Renfrew-Collingwood
Subway,5218 Joyce St,Sandwiches,Renfrew-Collingwood
McKim Wonton Mein Saga,2780 Kingsway,Chinese,Renfrew-Collingwood
Prince Seafood Chinese Restaurant,2881 Grandview Hwy,Chinese,Renfrew-Collingwood
Boston Pizza,2850 Bentall St,Pizza,Renfrew-Collingwood
Happy Family Restaurant,2178 Kingsway,Chinese,Renfrew-Collingwood
Freshslice Pizza,2-2889 Grandview Hwy,Pizza,Renfrew-Collingwood
Congee Noodle King 粥麵軒,3133 Kingsway,Chinese,Renfrew-Collingwood
Happy Valley Seafood Restaurant,3432 Lougheed Hwy,Dim Sum,Renfrew-Collingwood
El Inka Deli,3826 Sunset,Latin American,Renfrew-Collingwood
Mui Ngo Gai,2052 Kingsway,Vietnamese,Renfrew-Collingwood
Xu Hue,2226 kingsway,Vietnamese,Renfrew-Collingwood
Gold Train Express,3320 Kingsway,Vietnamese,Renfrew-Collingwood
Bao Bakery,5115 Joyce St,Bakery,Renfrew-Collingwood
Goto King,5183 Joyce St,Asian,Renfrew-Collingwood
iSushi,3883 Rupert St,Sushi,Renfrew-Collingwood
Lucky Plus,Rupert Street,Chinese,Renfrew-Collingwood
Pho Hoa,2257 Kingsway,Vietnamese,Renfrew-Collingwood
James Street Cafe & Grill,3819 Canada Way,Indian,Renfrew-Collingwood
Rose Garden,3415 Kingsway,Chinese,Renfrew-Collingwood
Bubble World,2- 3377 Kingsway,Chinese,Renfrew-Collingwood
Thai Escape,4902 Joyce St,Thai,Renfrew-Collingwood
Pizza by the Slice,3388 Vanness Ave,Pizza,Renfrew-Collingwood
Donair Land,3384 Vanness Ave,Falafel,Renfrew-Collingwood
Cucina Manila,5179 Joyce St,Asian,Renfrew-Collingwood
The Sea House Fish and Chips,7-3003 Kingsway,Fish & Chips,Renfrew-Collingwood
Phekda Seafood Restaurant,2568 Kingsway,Chinese,Renfrew-Collingwood
Mcgavins bread basket,Kingsway & slocan,Food,Renfrew-Collingwood
Dragon House Restaurant,3293 Kingsway,Chinese,Renfrew-Collingwood
品一品秘製香辣鍋 Chef Pin,3292 Kingsway,Szechuan,Renfrew-Collingwood
Beijiang Restaurant,3281 Kingsway,Chinese,Renfrew-Collingwood
Domino's Pizza,5522 Joyce St,Pizza,Renfrew-Collingwood
Big Star Sandwich Co.,3736 Canada Way,Sandwiches,Renfrew-Collingwood
Peaceful Restaurant 和平饭店,3320 Kingsway,Chinese,Renfrew-Collingwood
Argo,,Greek,Renfrew-Collingwood
Nu Sushi Bar,100 - 3787 Canada Way,Restaurant,Renfrew-Collingwood
Ichiban Sushi,110-3328 Kingsway,Japanese,Renfrew-Collingwood
Xiang Wei Nong (Hunan),,Chinese,Renfrew-Collingwood
烤之味,,Chinese,Renfrew-Collingwood
Pine House Bread & Cake Shop,3396 Kingsway,Bakery,Renfrew-Collingwood
Mr.Sub,2885 Broadway E,Restaurant,Renfrew-Collingwood
Shoom 雅菀食府,,Cantonese,Sunset
So Hyang Korean Cuisine,6345 Fraser Street,Korean,Sunset
Panos Greek Taverna,654 SE Marine Dr,Restaurant,Sunset
Roots Cafe,6502 Main Street,Café,Sunset
Deer Garden Signatures,6270 Fraser Street,Chinese,Sunset
Ho Yuen Kee Restaurant,6236 Fraser St,Chinese,Sunset
Mr. Shawarma,,Food Truck,Sunset
BAKER & TABLE Cafe,6414 Fraser St.,Bakery,Sunset
Dosa Corner,8248 Fraser St.,Indian,Sunset
Church's Chicken,5704 Fraser St,Fried Chicken,Sunset
All India Sweets & Restaurant,6507 Main St,Indian,Sunset
Subway,6191 Fraser St,Sandwiches,Sunset
Original Tandoori Kitchen,7215 Main St,Restaurant,Sunset
Koon Bo Resturant,,Chinese,Sunset
89 Inn,6390 Fraser Street,Japanese,Sunset
Pho Hong,6348 Fraser St.,Vietnamese,Sunset
Subway,610 SE Marine Dr,Sandwiches,Sunset
New Bhaia,5740 Fraser Street,Indian,Sunset
Pinpin Restaurant,6113 Fraser St,Asian,Sunset
Good Choice Restaurant,6007 Fraser Street,Chinese,Sunset
Wendy’s,10 S E Marine Dr,Fast Food,Sunset
Subway,7289 Knight Street,Sandwiches,Sunset
Dockers Family Restaurant,6094 Fraser St,Diner,Sunset
Yu Xiang Yuan,6591 Fraser St,Chinese,Sunset
White Spot,1126 SE Marine Dr,Burgers,Sunset
Pizza Hut,6082 Fraser Street,Pizza,Sunset
Triple O's,196 SE Marine Dr,Burgers,Sunset
Subway,"350 SE Marine Dr, Unit #5",Sandwiches,Sunset
Himalaya Restaurant,6587 Main Street,Indian,Sunset
Kalai's Dosa Hut,7233 Fraser Street,South Indian,Sunset
Saigon Fare Cafe,203 SE Marine Dr,Vietnamese,Sunset
Taste Good Wonton Seafood Restaurant,620 SE Marine Dr,Chinese,Sunset
Sartaj Sweets & Restaurant,6665 Fraser street,Indian,Sunset
Dhoom Restaurant & Bar,,Indian,Sunset
Dhaliwal Sweets,6555 Fraser St,Indian,Sunset
Best Quality Sweets & Restaurant,7260 Main St,Indian,Sunset
Tandoori King,8017 Fraser St.,Indian,Sunset
Sushi Moon,,Sushi,Sunset
Tandoori Raj Restaurant,689 East 65 Avenue,Indian,Sunset
Lian Hong Chinese Food & Bakery,6400 Fraser St,Dim Sum,Sunset
Freshslice Pizza,6374 Fraser St,Pizza,Sunset
Madras Spice,,Indian Chinese,Sunset
Fraser BBQ & Fresh Meat,6340 Fraser St,BBQ,Sunset
Galaxy Bakery,6340 Fraser St,Bakery,Sunset
Koon Lock Restaurant,6270 Fraser Street,Chinese,Sunset
Angel Cake & Cafe,5995 Fraser St,Chinese,Sunset
Indochine Kitchen + Bar,6231 Fraser Street,Asian,Sunset
Kabab Hut,"219 East, 49th Avenue",Indian,Sunset
Gia Minh Restaurant,6181 Fraser Street,Vietnamese,Sunset
Hometown Pizza,1408 57 Ave. E,Pizza,Sunset
Moon Café,6181 Fraser St,Chinese,Sunset
Wo's Chinese Restaurant,8166 Main St,Chinese,Sunset
HiFive24 Baked and Fried Chicken,203 SE Marine Dr,Fast Food,Sunset
Tukasa Japanese Restaurant,8197 Main St,Japanese,Sunset
Al Watan Tandoori,6804 Fraser St.,Indian,Sunset
Quiznos,1306 SE Marine Drive,Sandwiches,Sunset
Angel Cafe 君怡餐廳,,Cantonese,Sunset
Triple O's,100 W 49th Ave,Burgers,Sunset
Chicken World,1412 E 49th Ave,Fried Chicken,Sunset
Papa Dave's pizza and indian cuisine,Knight St,Indian,Sunset
Little Caesars Pizza,5927 Fraser St.,Pizza,Sunset
Quiznos,100 W. 49th Ave,Sandwiches,Sunset
Langara Cafe,100 W 49th Ave,Restaurant,Sunset
Duke's Coffee,Langara SUB,Café,Sunset
Wakame Sushi,5830 Fraser St.,Japanese,Sunset
Dewan-E-Khass,5750 Fraser St.,Indian,Sunset
Pho Ngan,5744 Fraser St,Vietnamese,Sunset
Bhaia Sweets And Restaurant,,Indian,Sunset
Camy's Pizza,5688 Fraser Street,Pizza,Sunset
KFC,6487 Knight Street,Fast Food,Sunset
Burgoo Bistro,4434 West 10th Ave.,Restaurant,West Point Grey
Takumi Japanese Restaurant,4422 W 10th Ave,Japanese,West Point Grey
The Galley Patio & Grill,1300 Discovery Street,Burgers,West Point Grey
Mix the Bakery,4430 W 10th Ave,Bakery,West Point Grey
Sun Sushi,4512 W 10th Ave.,Sushi,West Point Grey
Hime Sushi,4480 W 10th Ave.,Sushi,West Point Grey
Subway,4367 W 10th Ave,Sandwiches,West Point Grey
Pizza Hut,4540 West 10th Avenue,Pizza,West Point Grey
The Kitchen Homemade Korean Restaurant,2620 Sasamat street,Korean,West Point Grey
Gold Train Express,4530 West 10th Ave,Vietnamese,West Point Grey
Ginger and Chili,4423 West 10th Ave,Asian,West Point Grey
T Room Bakery & Kitchenware,4445 West 10th Ave,Bakery,West Point Grey
Dentry's Irish Grill,4450 West 10 Ave.,Irish,West Point Grey
Thai Spicy,4530 W 10th St,Vietnamese,West Point Grey
The Diner,4556 10th Ave W,Diner,West Point Grey
Everyday Sushi,4572 W 10th Ave.,Sushi,West Point Grey
Candia Taverna,4510 W. 10th Ave.,Greek,West Point Grey
Locarno Beach Cafe,4445 NW Marine Dr,Café,West Point Grey
Crépe Café,3500 W 41 Ave,Café,Dunbar-Southlands
Red Tuna,3592 W 41st Ave,Japanese,Dunbar-Southlands
Butter Baked Goods,4907 Mackenzie St,Bakery,Dunbar-Southlands
The Patty Shop,4019 Macdonald St,Caribbean,Dunbar-Southlands
Handi Cuisine of India,4432 Dunbar St.,Indian,Dunbar-Southlands
Minerva's Pizza & Steakhouse,2411 41st ave,Italian,Dunbar-Southlands
La Buca,4025 MacDonald Street,Italian,Dunbar-Southlands
Cheshire Cheese Inn,4585 Dunbar St.,Restaurant,Dunbar-Southlands
Sofra Mediterannean Kitchen,2277 W 41st Ave,Mediterranean,Dunbar-Southlands
La Notte,,Italian,Dunbar-Southlands
Subway,4490 Dunbar St,Sandwiches,Dunbar-Southlands
Sushi Inn,4414 Dunbar St.,Sushi,Dunbar-Southlands
Sushi Hachi,2255 W 41st Ave.,Sushi,Dunbar-Southlands
Mexicali,4424 Dunbar St.,Mexican,Dunbar-Southlands
Cosy Inn Café,4455 Dunbar St,Diner,Dunbar-Southlands
Wild Sushi,4288 Dunbar St.,Sushi,Dunbar-Southlands
Beantown Coffee House,Dunbar,Café,Dunbar-Southlands
Asa Sushi,2178 West 41st Ave.,Sushi,Dunbar-Southlands
Orange Corner Crepe House,2257 West 41st Avenue,Asian,Dunbar-Southlands
Dunbar Pizza,3348 Dunbar St,Indian,Dunbar-Southlands
41 Noodle & Rice Pot House,2279 West 41st Avenue,Cantonese,Dunbar-Southlands
COBS Bread,2174 W 41st Ave,Bakery,Dunbar-Southlands
Ajisai Sushi Bar,2081 W 42nd Ave.,Japanese,Kerrisdale
Nando's,2064 W 41st Ave,Portuguese,Kerrisdale
Minerva's Pizza & Steakhouse,2411 41st ave,Italian,Kerrisdale
Golden Ocean Seafood Restaurant,2046 W 41 Ave.,Chinese,Kerrisdale
Bufala,5395 West Blvd,Pizza,Kerrisdale
Faubourg Bistro,2156 W 41st Ave,Café,Kerrisdale
Pho Tan Vietnamese Beef Noodle Soup & Bubble Tea,2076 West 41st Ave.,Vietnamese,Kerrisdale
Sofra Mediterannean Kitchen,2277 W 41st Ave,Mediterranean,Kerrisdale
White Spot,5367 West Blvd,Burgers,Kerrisdale
BBT Cafe,5979 West Blvd,Chinese,Kerrisdale
Ramen Jinya,2129 W 41st Ave,Noodles,Kerrisdale
Senova,1864 W. 57th Avenue,Spanish,Kerrisdale
Subway,5623 West Boulevard,Sandwiches,Kerrisdale
Sushi Hachi,2255 W 41st Ave.,Sushi,Kerrisdale
Bean Around The World,1846 W 57th Ave,Café,Kerrisdale
Asa Sushi,2178 West 41st Ave.,Sushi,Kerrisdale
Orange Corner Crepe House,2257 West 41st Avenue,Asian,Kerrisdale
Modern City Chinese Restaurant,2106 West 41st Ave,Chinese,Kerrisdale
Kerrisdale Kitchen,6055 West Blvd.,Chinese,Kerrisdale
Legato Tea & Coffee,2299 West 41st Ave,Café,Kerrisdale
Lok's Chinese Restaurant,2436 West 41st Avenue,Chinese,Kerrisdale
The Shanghai Kitchen,,Chinese,Kerrisdale
Moore's Bakery,,Bakery,Kerrisdale
My Cup,2098 W. 41st Ave,Snacks,Kerrisdale
41 West,2279 West 41st Avenue,Diner,Kerrisdale
Deer Island Bakery,,Bakery,Kerrisdale
Kerrisdale Nakamura,2055 W 41st Ave.,Japanese,Kerrisdale
New Chongqing Restaurant,2044 W41st Ave,Chinese,Kerrisdale
Sweet E's Pastries & Sweets,2032 W41 ave,Bakery,Kerrisdale
Sushi King House,5333 West Blvd.,Sushi,Kerrisdale
Kinemi's Kitchen,7751 Champlain Crescent,Pizza,Killarney
A&W,7092 Kerr Street,Fast Food,Killarney
Romer's Burger Bar,8683 Kerr St,Burgers,Killarney
Sushi Go,7026 Kerr St,Sushi,Killarney
Joojak Restaurant 朱雀坊,3337 Kingsway,Asian,Killarney
Subway,7172 Kerr Street,Sandwiches,Killarney
Wang's Shanghai Cuisine,110-3328 Kingsway,Shanghai,Killarney
Cho Sun BBQ,3486 Kingsway,Korean,Killarney
Hyoga,#2 - 3343 Kingsway,Japanese,Killarney
囍相逢 Happy Day Cafe (Happy Day Cafe),3312 Kingsway,Cantonese,Killarney
Subway,"3490 Kingsway Ave, #1",Sandwiches,Killarney
54th Ave Restaurant,7088 Kerr St,Chinese,Killarney
Max's Restaurant,3546 Kingsway,Filipino,Killarney
Bubble Waffle Cafe,2639 East 49th Ave,Asian,Killarney
Wally's Burgers,2661 E 49th Ave,Burgers,Killarney
Tasty Wok,7190 Kerr St,Chinese,Killarney
Bonnie's Bread Bakery,7180 Kerr St,Bakery,Killarney
Gold Train Express,3320 Kingsway,Vietnamese,Killarney
Yu Kee BBQ Kitchen,#110-111 2609 East 49th Avenue,Restaurant,Killarney
Rose Garden,3415 Kingsway,Chinese,Killarney
Bubble World,2- 3377 Kingsway,Chinese,Killarney
Mt. Fuji Japanese Restaurant,106 - 2607 E 49th Ave,Japanese,Killarney
Fraserview Clubhouse,,Café,Killarney
Columbus Restaurant,2639 East 49th Avenue,Italian,Killarney
Sushi Mura,3545 Sawmill Cres.,Sushi,Killarney
Pho Thai Ha,2653 E 49th Ave,Vietnamese,Killarney
Wing Wah Bakery,2607 E 49th Av,Bakery,Killarney
Papa John's Pizza,#300-3320 Kingsway,Pizza,Killarney
Domino's Pizza,5522 Joyce St,Pizza,Killarney
The Only Cafe,2678 W 4th Ave,Café,Kitsilano
Terra Breads,2380 W 4th Ave,Bakery,Kitsilano
Raisu,2340 West 4th Ave.,Japanese,Kitsilano
Guanaco Salvadoran Cuisine food truck,Down town Vancouver,Food Truck,Kitsilano
Au Comptoir,2278 W 4th Ave,French,Kitsilano
Maria's Taverna,W. 4th Ave,Greek,Kitsilano
The Naam Restaurant,2724 W 4th Ave,Vegetarian / Vegan,Kitsilano
Burgoo Bistro,2272 W 4th Ave,Mac & Cheese,Kitsilano
Linh Cafe,2836 West 4th Ave,Breakfast,Kitsilano
Market Meats,2326 West 4th Ave,Deli / Bodega,Kitsilano
Chewie’s Biscuit Co,2822 W 4th Ave,Southern / Soul,Kitsilano
Nat's New York Pizzeria,2684 West Broadway,Pizza,Kitsilano
Sunshine Diner,2649 W Broadway,Diner,Kitsilano
Mr. Red Cafe,2680 W. Broadway,Vietnamese,Kitsilano
Sophie’s Cosmic Cafe,2095 W 4th Ave,American,Kitsilano
Feastro,100-298 Thurlow St,Food Truck,Kitsilano
Edible Flours,2280 W Broadway,Vegetarian / Vegan,Kitsilano
Dark Table,"2611, West 4th Avenue",Restaurant,Kitsilano
MAK N MING,1629 Yew Street,Asian,Kitsilano
Parthenon Supermarket,3080 W Broadway,Greek,Kitsilano
Nick Sushi,2953 West 4th Ave.,Sushi,Kitsilano
Chewies Steam & Oyster Bar Kitsilano,2201 W 1st Ave,Seafood,Kitsilano
COBS Bread,2320 West 4th Ave,Bakery,Kitsilano
Bishop's Restaurant,2183 4th Avenue W,Restaurant,Kitsilano
White Spot,2518 W Broadway,Burgers,Kitsilano
The Indian Oven,2006 W 4th Ave,Indian,Kitsilano
Turf,W. 4th Avenue,Salad,Kitsilano
Their There,2042 W 4th Ave.,Bakery,Kitsilano
Fable,1944 W 4th Ave,Restaurant,Kitsilano
Tera V Burger,2961 West Broadway,Vegetarian / Vegan,Kitsilano
Cartems Donuterie,3040 W Broadway,Donuts,Kitsilano
Maenam,1938 W 4th Ave,Thai,Kitsilano
Solly’s Bagelry,2873 W Broadway,Bagels,Kitsilano
Nook,1525 Yew St.,Italian,Kitsilano
East is East,3243 W Broadway,Middle Eastern,Kitsilano
Nelly's Grill,2061 4th Ave W,Breakfast,Kitsilano
Fresh is Best,2972 W. Broadway Street,Mexican,Kitsilano
La Cigale French Bistro,1961 W 4th Ave,French,Kitsilano
Corduroy,1943 Cornwall Ave,Restaurant,Kitsilano
Viva Fine Foods,1555 Yew St,Bakery,Kitsilano
AnnaLena,1809 W 1st Ave,Restaurant,Kitsilano
Green Leaf,3416 West Broadway,Sushi,Kitsilano
Romer's Burger Bar,1873 W 4th Ave,Burgers,Kitsilano
Bistro Pastis,2153 W 4th Ave,French,Kitsilano
Ramen Danbo,1833 W. 4th Ave.,Noodles,Kitsilano
Iki Japanese Restaurant,2756 W Broadway,Japanese,Kitsilano
Nuba,3116 W Broadway,Middle Eastern,Kitsilano
Sejuiced,1958 W 4th Ave.,Vegetarian / Vegan,Kitsilano
Rocky Mountain Flatbread Company,1876 West 1st Ave,Pizza,Kitsilano
Gramercy Grill,2685 Arbutus St.,Restaurant,Kitsilano
Blue Star Japanese Bistro,1935 W 4th Ave,Japanese,Kitsilano
Local Kitsilano,2210 Cornwall Ave,New American,Kitsilano
Tractor,1903 W 4th Ave,Café,Kitsilano
Simpatico Greek Restaurant,2222 W 4th Ave,Greek,Kitsilano
Al Basha,3143 W Broadway,Middle Eastern,Kitsilano
Sushi Bella,2059 W 4th Ave.,Sushi,Kitsilano
Gypsy Rose Cafe,2017 4th Avenue West,Café,Kitsilano
Notte's Bon Ton Pastry,3150 Broadway W,Bakery,Kitsilano
Bangkok City Cafe,2-2953 W 4th Ave,Thai,Kitsilano
Las Margaritas,1999 W 4th Ave,Mexican,Kitsilano
Kibune Sushi,1508 Yew St,Sushi,Kitsilano
Harvest Deli,2963 West Broadway,Deli / Bodega,Kitsilano
Yuwa Japanese Cuisine,2775 W 16th Ave,Japanese,Kitsilano
Temaki Sushi,2-2156 W Broadway,Sushi,Kitsilano
Gyo Para Gyoza & Ramen Bar,2120 West Broadway,Ramen,Kitsilano
Banana Leaf,3005 West Broadway,Malay,Kitsilano
Chickpea,,Food Truck,Kitsilano
Pane from Heaven,1670 cypress street,Bakery,Kitsilano
Cafe Zen,1631 Yew St,Breakfast,Kitsilano
Octopus Garden,1995 Cornwall Avenue,Japanese,Kitsilano
Noodlebox,1867 West 4th Avenue,Asian,Kitsilano
Baguette & Co,3273 West Broadway,Bakery,Kitsilano
Mamalee,3144 W. Broadway,Malay,Kitsilano
Lucky Taco,1635 Yew St,Mexican,Kitsilano
Jam Cafe,2153 W 4th Ave,Café,Kitsilano
Burrito Bros.,2209 W 1st Ave,Mexican,Kitsilano
Deacon's Corner,3189 W Broadway,Diner,Kitsilano
Mr. Shawarma Cafe,1859 W 4th Ave.,Middle Eastern,Kitsilano
Hitoe Sushi,3347 W 4th Ave.,Sushi,Kitsilano
Thai Basil,3271 W Broadway,Thai,Kitsilano
Akbar's Own Dining Lounge,1905 West Broadway,Indian,Kitsilano
Regal Beagle,2283 W Broadway,Restaurant,Kitsilano
Trattoria Italian Kitchen,1850 W 4th Ave,Italian,Kitsilano
Al Basha,1937 Cornwall Ave,Falafel,Kitsilano
Juliet’s Café,1905 Cornwall Ave,Café,Kitsilano
Panne Rizo,1939 Cornwall ave,Gluten-free,Kitsilano
The Sushi Bar,1822 W 4th Ave.,Sushi,Kitsilano
Tandoori Fusion Indian Cusine,2872 West Broadway,Indian,Kitsilano
Blaq Sheep Coffee House,2959 W 4th Ave,Café,Kitsilano
Uncle Fatih's Pizza,2778 W Broadway,Pizza,Kitsilano
Strike,3217 West Broadway,Asian,Kitsilano
Subway,"3090 W Broadway St, Unit 3",Sandwiches,Kitsilano
Jolly's Indian Bistro,2928 West 4th Ave,Indian,Kitsilano
Olympia Pizza,3205 West Broadway,Greek,Kitsilano
Subway,1-2801 West 16th Avenue,Sandwiches,Kitsilano
The Boathouse Restaurant,1305 Arbutus St,Seafood,Kitsilano
Pizza Hut,1829 West 4th Avenue,Pizza,Kitsilano
Flying Wedge Pizza Co,1935 Cornwall Ave,Pizza,Kitsilano
Kits Sushi,1518 Yew St.,Sushi,Kitsilano
Charqui Tap & Grill,1955 Cornwall Ave.,Restaurant,Kitsilano
Seasons in the Park,West 33rd Avenue,Seafood,South Cambie
Goma Sushi,3720 Oak St.,Sushi,South Cambie
Truffles Fine Foods,5151 Oak St,Sandwiches,South Cambie
Lemonade Gluten Free Bakery,3385 Cambie St,Bakery,South Cambie
Corduroy Pie Company,758 W16th Ave,Pizza,South Cambie
BierCraft,3307 Cambie St.,Belgian,South Cambie
Landmark Hot Pot House 春秋火鍋,4023 Cambie St.,Chinese,South Cambie
Sorella,3369 Cambie Street,Italian,South Cambie
Shaughnessy Restaurant,5251 Oak St,Restaurant,South Cambie
Tandem Bike Cafe,3195 Heather St,Café,South Cambie
JJ Bean,3399 Cambie St.,Café,South Cambie
Dutch Wooden Shoe Cafe,3292 Cambie St.,Breakfast,South Cambie
Hachibei,778 W. 16th Ave,Japanese,South Cambie
Pho Xe Lua 24,3346 Cambie St,Vietnamese,South Cambie
New Town Bakery,3484 Cambie Street,Bakery,South Cambie
Viet House,3420 Cambie St,Vietnamese,South Cambie
Osaka Sushi,960 West King Edward Ave.,Sushi,South Cambie
Mimibuloveme,5556 Cambie St.,Café,South Cambie
Las Tortas,3353 Cambie St,Mexican,South Cambie
